object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
56226,Mughal period (1526–1858),Diam. 3 1/8 in. (7.9 cm),Jade,"Bracelet (one of a pair) Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold, enamel, and semiprecious stone inlays Diam. 3 1/8...",0,,
56230,Mughal period (1526–1858),H. 1/2 in. (1.2 cm); W. 8 15/16 in. (22.7 cm),Jade,Jewelled plate Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays H. 1/2 in. (1.2 cm); W. 8 15/16...,0,,
56231,Mughal period (1526–1858),H. 4 3/16 in. (10.7 cm); W. 2 5/8 in. (6.7 cm),Jade,Jar with cover Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays H. 4 3/16 in. (10.7 cm); W. 2...,0,,
56233,Mughal period (1526–1858),Box: H. 2 5/16 in. (5.9 cm); W. 2 5/16 in. (5.9 cm); D. 1 5/16 (3.3 cm) | Tray: H. 5 1/4 in. (13.3 cm); W. 5 1/4 in. (13.3 cm); D. 3/8 in. (1 cm),Jade,Box with tray Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays Box: H. 2 5/16 in. (5.9 cm); W....,0,,
56236,Mughal period (1526–1858),H. 5 3/4 in. (14.5 cm); W. 3 in. (7.6 cm),Jade,Bottle in the shape of a gourd Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays H. 5 3/4 in....,0,,
56247,Mughal period (1526–1858),H. 1 1/8 in. (2.9 cm); W. 3 11/16 in. (9.4 cm); D. 2 9/16 in. (6.5 cm),Jade,Box with cover Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold and semiprecious stone inlays H. 1 1/8 in. (2.9 cm); W. 3...,0,,
56256,Mughal period (1526–1858),H. 4 3/16 in. (10.6 cm); W. 1 7/8 in. (4.7 cm); D. 1 1/16 in. (2.7 cm),Jade,"Vase with stopper Mughal period (1526–1858) 18th–19th century India Jade (nephrite) with gold, silver, and semiprecious stone inlays H. 4 3/16 in. (10.6...",0,,
56784,,H. 14 1/2 in. (36.8 cm);  W. 15 1/2 in. (39.4 cm); D. 11 1/4 in. (28.6 cm),Sculpture,"This is a much favored depiction of a famed Buddhist disciple, rotund and shaven, renowned for his gifts in teaching the dharma. He was introduced into...",0,,
56572,Yayoi period (300 BCE–CE 300),H. 9 5/8 in. (24.4 cm); Diam. 11 1/8 in. (28.3 cm),Ceramics,"This vessel dates to the Yayoi period, a time when full-scale wet-rice cultivation began in Japan. As this grain became the staple of daily life,...",0,,
56618,Late period,H. 7 1/4 in. (18.4 cm); Diam. 6 in. (15.2 cm),Metalwork,Large Bell Late period ca. 300 BCE–200 CE Thailand (Ban Chiang) Bronze H. 7 1/4 in. (18.4 cm); Diam. 6 in. (15.2 cm) Metalwork Samuel Eilenberg...,0,,
56621,,W. 1 1/4 in. (3.2 cm); L. 9 in. (22.9 cm),Metalwork,"These anthropomorphic figures, harpoons, ax blades (celts), and antennae swords were cast and hammered from unalloyed copper. They may be dated to 1500...",0,,
57475,Goryeo dynasty (918–1392),Diam. 3 1/2 in. (8.9 cm),Mirrors,"Buddhism arrived in Korea in the fourth century, and by the sixth century, became the peninsula’s predominant belief system. It was the state religion...",0,,
57477,Goryeo dynasty (918–1392),H. 5 1/4 in. (13.3 cm); W. 6 1/4 in. (15.9 cm),Mirrors,Square mirror decorated with sea creatures and clouds Goryeo dynasty (918–1392) Korea Bronze H. 5 1/4 in. (13.3 cm); W. 6 1/4 in. (15.9 cm) Mirrors...,0,,
57484,Goryeo dynasty (918–1392),H. 3 3/8 in. (8.6 cm); W. 4 5/8 in. (11.7 cm),Mirrors,"Mirror with handle and decorated with peacock, flowers, and birds Goryeo dynasty (918–1392) Korea Bronze H. 3 3/8 in. (8.6 cm); W. 4 5/8 in. (11.7 cm)...",0,,
57491,Goryeo dynasty (918–1392),Diam. 3 7/8 in. (9.8 cm),Mirrors,"Mirror with tab Goryeo dynasty (918–1392) Korea Bronze Diam. 3 7/8 in. (9.8 cm) Mirrors Rogers Fund, 1922 22.141.11",0,,
57353,Goryeo dynasty (918–1392),H. 2 1/2 in. (6.4 cm); Diam. 4 3/8 in. (11.1 cm),Ceramics,"Celadon glaze, pooled in incised lines and darkened during firing, creates the ornamentation. The exterior bears large whimsical flowers and leaves,...",0,,
57378,early Joseon dynasty (1392–1910),H. 1 3/8 in. (3.5 cm); W. 4 5/8 in. (11.7 cm); D. 2 1/2 in. (6.4 cm),Metalwork,"From its form to its surface decoration, this incense box with Buddhist elements exemplifies intricate construction and design. On the lid, a...",0,,
57396,Goryeo dynasty (918–1392),H. 2 7/8 in. (7.3 cm); Diam. 7 3/8 in. (18.7 cm),Ceramics,Bowl with boys and grapevines Goryeo dynasty (918–1392) 12th–13th century Korea Stoneware with mold-impressed design under celadon glaze H. 2 7/8 in....,0,,
57415,Goryeo dynasty (918–1392),H. 2 1/2 in. (6.4 cm); Diam. 7 3/8 in. (18.7 cm),Ceramics,"Paired with grapes and lotuses, images of boys symbolize hopes for offspring and good fortune. These celadon bowls present all three motifs. At center,...",0,,
57498,Goryeo dynasty (918–1392),H. 2 1/4 in. (5.7 cm); Diam. 7 5/8 in. (19.4 cm),Ceramics,Common motifs on this bowl create complementary yet distinct interior and exterior designs. White lines at the center and rim separate registers filled...,0,,
57936,Edo period (1615–1868),H. 2 in. (5.1 cm); W. 9 in. (22.9 cm); D. 9 7/8 in. (25.1 cm),Lacquer,Writing box (suzuribako) with folding fans Edo period (1615–1868) 18th century Japan Lacquered wood with gold and silver togidashimaki-e and hiramaki-e...,0,,
58936,Western Zhou (1046–771 BCE)–Eastern Zhou (770–256 BCE) dynasty,H. 10 in. (25.4 cm),Metalwork,"This peculiar vessel reflects the influence of the art and culture of China’s northern neighbors. It is one of the earliest examples of similarly shaped vessels, produced from the late 8th to the early 5th century B",0,,
58941,"Neolithic period, Liangzhu culture (ca. 3200–2000 BCE)",W. 3 1/2 in. (8.9 cm); L. 4 7/8 in. (12.4 cm),Hardstone,"Perforated Axe Neolithic period, Liangzhu culture (ca. 3200–2000 BCE) China Stone W. 3 1/2 in. (8.9 cm); L. 4 7/8 in. (12.4 cm) Hardstone Purchase,...",0,,
58942,Han dynasty (206 BCE–220 CE),Gr. H. 2 in. (5.1 cm); L. 5 1/8 in. (13 cm),Sculpture,"Pole Base in the Form of a Tiger Han dynasty (206 BCE–220 CE) China Steatite Gr. H. 2 in. (5.1 cm); L. 5 1/8 in. (13 cm) Sculpture Purchase, Friends of...",0,,
58453,Dali kingdom (938–1253),H. 6 1/8 in. (15.6 cm); W. 5 1/8 in. (13 cm); D. 3 1/2 in. (8.9 cm),Sculpture,"Guardians, particularly the four associated with the cardinal directions, play an important role in Buddhism and are most frequently shown within larger...",0,,
51942,"Bronze and Iron Age period, Dongson culture",H. 6 7/8 in. (17.5 cm); W. 1 9/16 in. (4 cm),Metalwork,"Dagger with a Handle in the Form of a Male Figure Bronze and Iron Age period, Dongson culture 500 BCE–300 CE Vietnam Bronze H. 6 7/8 in. (17.5 cm); W. 1...",0,,
51280,"Neolithic period, Longshan culture (2400–1900 BCE)",Gr. W.  6 7/16 in. (64 cm),Jade,"Notched Disk Neolithic period, Longshan culture (2400–1900 BCE) China Jade (nephrite) Gr. W. 6 7/16 in. (64 cm) Jade Purchase, Barbara and William...",0,,
52010,Eastern Han dynasty (25–220),H. 12 1/8 in. (30.8 cm); Diam. 8 1/4 in. (21 cm),Ceramics,Pottery models of houses and farm structures were commonly included in Eastern Han burials to provide for the afterlife.,0,,
51312,Bronze and Iron Age period,H. 5 3/4 in. (14.6 cm); Diam. 1 3/4 in. (4.4 cm),Metalwork,"Anthropomorphic Lime Container Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze H. 5 3/4 in. (14.6 cm); Diam. 1...",0,,
51314,Bronze and Iron Age period,H. 5 1/8 in. (13 cm); | Diam. 1 15/16 in. (4.9 cm),Metalwork,"Lime Container Topped by a Warrior Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze H. 5 1/8 in. (13 cm); Diam....",0,,
52024,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 14 7/8 in. (37.8 cm); Diam. 9 1/2 in.(24.1 cm) | Diam. of rim: 4 1/4 in. (10.8 cm) | Diam. of foot: 6 1/8 in. (15.6 cm),Ceramics,The delicate pink in this painting illustrates the development of new colors in the eighteenth century. Opaque white derived from a lead arsenite and...,0,,
53228,Muromachi period (1392–1573),Image: 31 1/2 × 13 3/8 in. (80 × 33.9 cm) | Overall with mounting: 59 13/16 × 14 3/16 in. (152 × 36 cm) | Overall with knobs: 59 13/16 × 16 1/16 in. (152 × 40.8 cm),Paintings,"With broad strokes of wet ink and a few dotlike strokes of darkest ink accentuating an otherwise muted surface, Bokushō creates an intimate, evocative composition. A precipice hangs precariously over a river valley",0,,
52938,"Qing dynasty (1644–1911), Qianlong period (1736–95)",H. 6 3/4 in. (17.1 cm),Ceramics,"Vase in the shape of an ancient ritual cup (zhi) (one of a pair) Qing dynasty (1644–1911), Qianlong period (1736–95) China Porcelain with clair de lune...",0,,
53259,Late period,H. 3 1/2 in. (8.9 cm); W. 4 3/4 in. (12.1 cm); D. 1 3/4 in. (4.4 cm),Jewelry,Bracelet with Dragonflies Late period 300 BCE–CE 200 Thailand (Ban Chiang) Bronze H. 3 1/2 in. (8.9 cm); W. 4 3/4 in. (12.1 cm); D. 1 3/4 in. (4.4 cm)...,0,,
52945,Edo period (1615–1868),H. 11 1/2 in. (29.2 cm); Diam. 5 1/2 in. (14 cm); Diam. of rim 1 1/2 in. (3.8 cm); Diam. of foot 3 5/8 in. (9.2 cm),Ceramics,Sake Bottle (Tokkuri) with Bird on a Rock under Willow Tree Edo period (1615–1868) ca. 1640–50s Japan Porcelain with cobalt blue under transparent glaze...,0,,
53267,Late period,H. 1 9/16 in. (4.0 cm); W. 1 15/16 in. (4.9 cm),Jewelry,Small Cuff with Concentric Circles Late period 300 BCE–CE 200 Thailand (Ban Chiang) Bronze H. 1 9/16 in. (4.0 cm); W. 1 15/16 in. (4.9 cm) Jewelry...,0,,
52955,Qing dynasty (1644–1911),Diam. 7 3/4 in. (19.7 cm),Ceramics,Dish with flowers and fruits Qing dynasty (1644–1911) ca. 1730–50 China Porcelain painted in overglaze polychrome enamels (Jingdezhen ware) Diam. 7 3/4...,0,,
52968,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 2 3/8 in. (6 cm); Diam. 4 3/8 in. (11.1 cm),Ceramics,"Bowl with floral sprays Qing dynasty (1644–1911), Qianlong mark and period (1736–95) China Porcelain painted with overglaze enamels (Jingdezhen ware) H....",0,,
52970,Tang dynasty (618–907),H. 2 1/2 in. (6.4 cm); Diam. 3 1/4 in. (8.3 cm),Ceramics,Bowl Tang dynasty (618–907) 8th century China Earthenware with molded decoration and three color (sancai) glaze* H. 2 1/2 in. (6.4 cm); Diam. 3 1/4 in....,0,,
52975,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 4 in. (10.2 cm),Ceramics,"Miniature vase with floral medallions Qing dynasty (1644–1911), Qianlong mark and period (1736–95) China Porcelain painted with overglaze enamels...",0,,
52976,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 14 5/8 in. (37.1 cm); Diam. 8 3/4 in. (22.2 cm); Diam. of rim 4 1/2 in. (11.4 cm); Diam. of foot: 5 5/16 in. (13.5 cm),Ceramics,"Imperial workshops quickly excelled at producing polychrome enamels, and the ware won the court’s favor during the eighteenth century. New techniques...",0,,
52978,"Ming dynasty (1368–1644), Wanli period (1573–1620)",H. 8 1/4 in. (21 cm),Ceramics,Archaeological evidence indicates that the kilns near Dehua in Fujian Province on China’s southeastern coast opened in the late thirteenth century and...,0,,
53002,Momoyama period (1573–1615),H. 4 1/8 in. (10.5 cm); Diam. 5 1/2 in. (14 cm),Ceramics,"First produced at the Mino kilns during the Momoyama period (see cat. no. 98), Shino ware is regarded as a quintessentially Japanese ceramic. It is characterized by a heavy body and coarse, crackled, uneven white feldspathic glaze",0,,
53038,Bronze and Iron Age period,5 x 5 7/8 in. (12.7 x 14.9 cm),Metalwork,"Asymmetrical Hafted Ax Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze 5 x 5 7/8 in. (12.7 x 14.9 cm) Metalwork...",0,,
53045,Bronze and Iron Age period,H. 7 in. (17.8 cm); W. 5 3/16 in. (13.2 cm),Metalwork,Hafted Ax with Moko-Style Face Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia Bronze H. 7 in. (17.8 cm); W. 5 3/16 in. (13.2 cm) Metalwork...,0,,
53046,Bronze and Iron Age period,H. 7 5/8 in. (19.4 cm); W. 5 1/16 in. (12.9 cm),Metalwork,Hafted Ax with Abstract Face Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia Bronze H. 7 5/8 in. (19.4 cm); W. 5 1/16 in. (12.9 cm) Metalwork...,0,,
53340,Bronze and Iron Age period,H. 1 1/16 in. (2.7 cm); Diam. 2 15/16 in. (7.5 cm),Jewelry,One of a Pair of Pellet Bangles with Textile Remnants Bronze and Iron Age period 500 BCE–300 CE Vietnam Bronze H. 1 1/16 in. (2.7 cm); Diam. 2 15/16 in....,0,,
53049,Bronze and Iron Age period,H. 6 3/4 in. (17.1 cm); W. 4 5/8 in. (11.7 cm),Metalwork,"Swallowtail Hafted Ax with Chevron Design Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze H. 6 3/4 in. (17.1...",0,,
53055,Bronze and Iron Age period,H. 5 1/16 in. (12.9 cm); W. 4 1/2 in. (11.4 cm),Metalwork,"Celt Bronze and Iron Age period 500 BCE–300 CE Indonesia Bronze H. 5 1/16 in. (12.9 cm); W. 4 1/2 in. (11.4 cm) Metalwork Samuel Eilenberg Collection,...",0,,
53057,Bronze and Iron Age period,H. 5 1/8 in. (13 cm); W. 3 3/8 in. (8.6 cm),Metalwork,Hafted Flask-Shaped Ax with Face Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia Bronze H. 5 1/8 in. (13 cm); W. 3 3/8 in. (8.6 cm) Metalwork...,0,,
53072,Bronze and Iron Age period,H. 4 15/16 in. (12.5 cm); W. 3 3/8 in. (8.6 cm),Metalwork,"Hafted Ax Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze H. 4 15/16 in. (12.5 cm); W. 3 3/8 in. (8.6 cm)...",0,,
53094,Bronze and Iron Age period,H. 12 1/8 in. (30.8 cm); W. 8 9/16 in. (21.7 cm),Metalwork,"Swallowtail Hafted Ax with Diamond Pattern Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java, Lumajang, Pasiran) Bronze H. 12 1/8 in. (30.8...",0,,
53120,Qing dynasty (1644–1911),H. (with stand) 26 in. (66 cm); W. 31.5 in. (80 cm); D. 15 in. (38.1 cm),Sculpture,Rock in the Form of a Fantastic Mountain Qing dynasty (1644–1911) 18th–19th century (?) China Black Lingbi limestone; wood stand H. (with stand) 26 in....,0,,
53121,Qing dynasty (1644–1911),H. (with stand) 32 in. (81.3 cm); W. 21 in. (53.3 cm); D. 15 in. (38.1 cm),Sculpture,Rock in the form of a fantastic mountain Qing dynasty (1644–1911) 18th century China Gray Lingbi limestone; wood stand H. (with stand) 32 in. (81.3 cm);...,0,,
53129,Qing dynasty (1644–1911),Overall (with base): H. 24 3/8 in. (61.9 cm); W 16 1/4 in. (41.3 cm); D. 11 1/4 in. (28.6 cm),Sculpture,Scholar&#x27;s rock Qing dynasty (1644–1911) 19th century China Limestone; wood stand Overall (with base): H. 24 3/8 in. (61.9 cm); W 16 1/4 in. (41.3 cm);...,0,,
53388,Late period,W. 6 3/8 in. (16.2 cm),Metalwork,"Torque of Twisted Wire Late period ca. 300 BCE–200 CE Thailand (Ban Chiang) Bronze W. 6 3/8 in. (16.2 cm) Metalwork Samuel Eilenberg Collection, Bequest...",0,,
53393,Late period,W. 1 7/8 in. (4.8 cm); W. 2 in. (5.1 cm),Jewelry,Pendant with Buffalo Head? Late period ca. 300 BCE–200 CE Thailand (Ban Chiang) Bronze W. 1 7/8 in. (4.8 cm); W. 2 in. (5.1 cm) Jewelry Samuel Eilenberg...,0,,
53423,Edo period (1615–1868),Image: 38 x 82 3/16 in. (96.5 x 208.8 cm) | Overall with mounting: 39 9/16 × 83 3/4 in. (100.5 × 212.8 cm),Paintings,"Sakai Hōitsu (1761–1828), who painted this simple and elegant pair of screens, was an ardent admirer of the art of Ogata Kōrin (cat. nos. 132, 133), and eventually he succeeded where Kōrin had failed—in transplanting the Kyoto art of Rinpa to Edo",0,,
53560,Western Zhou dynasty (1046–771 BCE),H. 4 1/4 in. (10.8 cm); Diam. 6 in. (15.2 cm),Metalwork,Lobed tripod cauldron (Liding) Western Zhou dynasty (1046–771 BCE) 11th–10th century BCE China Bronze H. 4 1/4 in. (10.8 cm); Diam. 6 in. (15.2 cm)...,0,,
54077,Tang dynasty (618–907),H. 11 7/8 in. (30.2 cm); W. 3 1/4 in. (8.3 cm),Tomb Pottery,"Provenance Information: Purchased from Galaxie Art &amp; Gift Company, Hong Kong, by Florence and Herbert Irving, New York, in 1987; Collection of Florence and Herbert Irving, New York from 1987 to 2015, on loan to The Metropolitan Museum of Art from 1988 until donation to The Metropolitan Museum of Art in 2015",0,,
54078,Tang dynasty (618–907),H. 11 3/4 in. (29.8 cm); W. 3 1/4 in. (8.3 cm),Tomb Pottery,"Provenance Information: Purchased from Galaxie Art &amp; Gift Company, Hong Kong, by Florence and Herbert Irving, New York, in 1987; Collection of Florence and Herbert Irving, New York from 1987 to 2015, on loan to The Metropolitan Museum of Art from 1988 until donation to The Metropolitan Museum of Art in 2015",0,,
54083,Five Dynasties (907–960),H. 9 3/4 in. (24.8 cm); W. 3 1/4 in. (8.3 cm); D. 2 5/8 in. (6.7 cm),Sculpture,Bodhisattva Avalokiteshvara (Guanyin) Five Dynasties (907–960) China Gilt bronze H. 9 3/4 in. (24.8 cm); W. 3 1/4 in. (8.3 cm); D. 2 5/8 in. (6.7 cm)...,0,,
53626,Final Jōmon period (1200–900 BCE),a): H. 3/4 in. (1.9 cm); Diam. 1 1/8 in. (2.9 cm) | b): H. 3/4 in. (1.9 cm); Diam. 1 in. (2.5 cm),Ceramics,The large quantity of clay ear ornaments and their wide variety suggest that they may have been used in coming-of-age ceremonies or other rites of...,0,,
53641,Edo period (1615–1868),H. 2 in. (5.1 cm); Diam. 10 1/2 in. (26.7 cm),Ceramics,Ishizara with Rabbit Jumping Over a Stream Edo period (1615–1868) early 19th century Japan Stoneware with iron brown and cobalt blue under transparent...,0,,
53642,Edo period (1615–1868),H. 3 5/8 in. (9.2 cm); Diam. 13 5/8 in. (34.6 cm),Ceramics,"A weary traveler on the Tōkaidō might rest at a roadside teahouse, ordering a beverage and small meal. A maid would bring a warmed bottle of local sake...",0,,
53687,Edo period (1615–1868),H. 8 15/16 in. (22.7 cm); W. 11 3/16 in. (28.4 cm),Prints,"Chrysanthemums in Fan-shaped Design Utagawa Hiroshige (Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)) Edo period (1615–1868) 1840s Japan Woodblock print...",0,,
53689,Edo period (1615–1868),14 1/2 x 9 5/16 in. (36.8 x 23.7 cm),Prints,"Signature: Utamaro hitsuInscription: Poem by Magao, a contemporary writer, on fan: Even as guests do,So do the summer breezesEver returning,Come to Sodegaura,Place of heavenly coolness",0,,
53774,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",H. 20 1/8 in. (51.1 cm); Diam. 14 3/4 in. (37.5 cm) | Diam. of rim: 4 5/8 in. (11.7 cm) | Diam. of foot: 7 in. (17.8 cm),Ceramics,"Featuring a range of opaque and transparent colors, this vase boasts a complex composition of nine peaches, an auspicious motif expressing a wish for...",0,,
53779,Western Han dynasty (206 BCE–9 CE),H. 19 in. (48.3 cm); W. 11 5/8 in. (29.5 cm); D. 11 5/8 in. (29.5 cm),Metalwork,"Private collection , by 1980; [ Eskenazi Ltd. , London, 1982–83, sold to Cherry]; [ Wendell Cherry , Louisville, KY, 1983–November 12, 86, sold to Weber]; Charlotte C. Weber , Ocala, FL (on loan to MMA 1987–2025; donated to MMA)",0,,
54207,Tang dynasty (618–907),H. 10 3/4 in. (27.3 cm); W. 4 1/8 in. (10.5 cm); D. 2 1/2 in. (6.4 cm),Sculpture,This bodhisattva can be identified as Avalokiteshvara by the small sculpture of a Buddha on his headdress and by the vessel he holds in his right hand....,0,,
54208,Sui dynasty (581–618),H. 17 1/4 in. (43.8 cm); W. 5 in. (12.7 cm); D. 4 7/8 in. (12.4 cm),Sculpture,"This sculpture is one of the earliest known examples of the bodhisattva Avalokiteshvara holding a willow branch. The willow, which later becomes...",0,,
53862,,H. 6 1/4 in. (15.9 cm),Metalwork,"Incense Burner with Dragon Spout 1st–3rd century Vietnam Bronze H. 6 1/4 in. (15.9 cm) Metalwork Samuel Eilenberg Collection, Bequest of Samuel...",0,,
54285,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 40 1/8 In. (101.9 cm); W. 22 3/8 in. ( 56.8 cm); D. 18 1/8 in. (45.7 cm),Furniture,"Inscription: The splat is inscribed with a facsimile of calligraphy by Dong Qichang (1555–1636):&quot;After returning from official duties, don a crane-feathered robe and a flower sun hat",0,,
54289,Bronze and Iron Age period,H. 4 1/2 in. (11.4 cm),Sculpture,"Standing Warrior Bronze and Iron Age period ca. 500 BCE–300 CE Indonesia (Java) Bronze H. 4 1/2 in. (11.4 cm) Sculpture Purchase, Friends of Asian Art...",0,,
53937,Han dynasty (206 BCE–220 CE),Diam. 6 5/8 in. (16.8 cm),Mirrors,"On the back of this mirror, a diagrammatic decoration points to a new cosmology. The square world—aligned with the four cardinal directions and...",0,,
53947,Shang dynasty (ca. 1600–1046 BCE),H. to handles 7 1/2 in. (19.1 cm); H. at rim 6 1/4 in. (15.9 cm); W. at handles 5 3/4 in. (14.6 cm),Metalwork,The shape of this vessel is derived from utilitarian pottery prototypes.,0,,
53950,Shang dynasty (ca. 1600–1046 BCE),H. 4 1/8 in. (10.5 cm),Metalwork,"Wine cup (Zhi) Shang dynasty (ca. 1600–1046 BCE) 13th century BCE China Bronze H. 4 1/8 in. (10.5 cm) Metalwork Gift of Mrs. John Marriott, Mrs. John...",0,,
53951,Shang dynasty (ca. 1600–1046 BCE),H. 6 1/4 in. (15.9 cm),Metalwork,"Wine cup (Zhi) Shang dynasty (ca. 1600–1046 BCE) 13th century BCE China Bronze H. 6 1/4 in. (15.9 cm) Metalwork Gift of John M. Crawford Jr., 1976...",0,,
53957,Tang dynasty (618–907),H. 1 1/2 in. (3.8 cm); Diam. 3 3/8 in. (8.6 cm),Ceramics,Box Tang dynasty (618–907) first half of the 8th century China Earthenware with three-color (sancai) glaze H. 1 1/2 in. (3.8 cm); Diam. 3 3/8 in. (8.6...,0,,
53958,Tang dynasty (618–907),H. 2 in. (5.1 cm); W. 4 3/8 in. (11.1 cm); D. 3 in. (7.6 cm),Ceramics,Pillow Tang dynasty (618–907) early 8th century China Earthenware with three-color (sancai) glaze H. 2 in. (5.1 cm); W. 4 3/8 in. (11.1 cm); D. 3 in....,0,,
53959,Eastern Zhou dynasty (770–256 BCE),H. 7 5/8 in. (19.4 cm),Sculpture,This figure is among the earliest Chinese representations of nomadic peoples on the northern frontier. Its identity is indicated by the short sword and...,0,,
53960,"Eastern Zhou dynasty, (770–256 BCE)",H. 17 1/2 in. (44.5 cm); Diam. 11 3/4 in. (29.8 cm),Metalwork,"During the Eastern Zhou period, vessel shapes became simpler, gradually losing their elaborate flanges, while their surfaces were ornamented with...",0,,
53966,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",H. 4 3/16 in. (10.6 cm); Diam. 10 1/2 in. (26.7 cm),Ceramics,"Bowl Qing dynasty (1644–1911), Kangxi period (1662–1722) ca. early 18th century China Porcelain painted in overglaze famille verte enamels with...",0,,
54989,Edo period (1615–1868),8 3/16 x 7 5/16 in. (20.8 x 18.6 cm),Prints,"Woman Cutting Her Nails after GatHering Herbs Kubo Shunman (Japanese, 1757–1820) (?) Edo period (1615–1868) 19th century Japan Woodblock print...",0,,
54990,Edo period (1615–1868),5 5/8 x 7 7/16 in. (14.3 x 18.9 cm),Prints,"Lady&#x27;s Work-Box and Bed Clothing Ryūryūkyo Shinsai (Japanese, active ca. 1799–1823) Edo period (1615–1868) probably 1816 Japan Woodblock print...",0,,
54991,Edo period (1615–1868),5 5/8 x 7 1/2 in. (14.3 x 19.1 cm),Prints,"New Year’s Feast on Portable Dinner Tables Ryūryūkyo Shinsai (Japanese, active ca. 1799–1823) Edo period (1615–1868) probably 1816 (Year of the Rat)...",0,,
54992,Edo period (1615–1868),7 7/8 x 7 1/4 in. (20 x 18.4 cm),Prints,"Ceremonial Things for the Celebration of Setting Up a New House Kubo Shunman (Japanese, 1757–1820) (?) Edo period (1615–1868) 19th century Japan...",0,,
54993,Edo period (1615–1868),8 5/16 x 7 3/8 in. (21.1 x 18.7 cm),Prints,"Outfit for Travel Kubo Shunman (Japanese, 1757–1820) (?) Edo period (1615–1868) 19th century Japan Woodblock print (surimono); ink and color on paper 8...",0,,
54735,Meiji period (1868–1912),13 7/8 x 10 1/2 in. (35.2 x 26.7 cm),Paintings,"Jumping Fish Watanabe Seitei (Japanese, 1851–1918) Meiji period (1868–1912) ca. 1887 Japan Album leaf; ink and color on silk 13 7/8 x 10 1/2 in. (35.2 x...",0,,
54235,Edo period (1615–1868),H. 5 7/8 in. (14.9 cm); Diam. 5 1/2 in. (14 cm),Ceramics,"The rim and hinge on this teapot were made by Thorne, an American company based in New York, probably soon after the piece was imported.",0,,
54245,Ming dynasty (1368–1644),H. 42 1/8 in. (107 cm); W. 29 in. ( 73.7 cm); D. 13 in. (33 cm),Sculpture,"Avalokiteshvara (the Bodhisattva of Compassion) and Manjushri (the Bodhisattva of Wisdom) are identifiable by the fact that both, at times, appear atop...",0,,
54283,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 40 1/8 In. (101.9 cm); W. 22 3/8 in. (56.8 cm); D. 18 1/8 in. (45.7 cm),Furniture,"Inscription: The splat is inscribed with a facsimile of calligraphy by Zhou Tianqiu:Transcription of text: Sitting quietly in leisure, oneday seems like two;When you live for 70 years, Then, just like 140Tianqiu Wuchen, Winter (1568)&quot;Zhou Gongxia (Hao: Zhou Tianqiu) was born Zhênde 9th year Jia Xu (1514)",0,,
54284,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 40 1/8 In. (101.9 cm); W. 22 3/8 in. (56.8 cm); D. 18 1/8 in. (45.7 cm),Furniture,"Inscription: The splat is inscribed with a facsimile of calligraphy by Wen Zhengming (1470–1559):&quot;No one is calling at the door, only uneven pine shadows and singing birds; brew some fine tea, sit by the window casually copying down a few words from an old rubbing to commemorate this",0,,
54489,,H. 13 1/4 in. (33.7 cm); W. 12 1/2 in. (31.8 cm); D. 5 in. (12.7 cm),Sculpture,"This early representation of Vishnu expresses the deity’s supreme manifestation, in which his two premier avatars, the boar Varaha and the man-lion...",0,,
56152,Tang dynasty (618–907),H. 8 5/8 in. (21.9 cm); Gr. W.  5 in. (12.7 cm),Tomb Pottery,Woman with a hoe Tang dynasty (618–907) 7th century China Earthenware with pigment H. 8 5/8 in. (21.9 cm); Gr. W. 5 in. (12.7 cm) Tomb Pottery Rogers...,0,,
